CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,39,201539
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,3,201503
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,25,201225
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,25,200325
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,27,201027
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,9,201509
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,49,200849
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,47,201247
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,25,201525
19,Ocean,Net,Species_7,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,23,200523
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,52,200452
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,6,201706
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2004,11,200411
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,17,200117
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,3,201403
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,25,200625
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,8,201308
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,52,201652
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,44,201644
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,16,201716
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,5,201505
23,Creek,Net,Species_6,Unknown,,CaptureSiteCategory_0,Type_0,2000,44,200044
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,36,201836
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,21,201421
7,Creek,Longline,Species_5,Unknown, hooked in right shoulder& bait squid,CaptureSiteCategory_4,Type_0,2004,11,200411
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,30,201130
19,Ocean,Longline,Species_4,Female,Released,CaptureSiteCategory_2,Type_1,2016,27,201627
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,50,200550
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,46,201746
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,23,201423
25,Creek,Not_Recorded,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2001,35,200135
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,12,201812
1,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2011,40,201140
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,14,201314
14,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2002,49,200249
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,30,201130
7,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,47,201747
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2007,49,200749
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,2,201402
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,34,201234
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,48,200848
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,8,201208
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2008,19,200819
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2007,49,200749
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,25,201125
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,1,201601
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2009,50,200950
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,52,201152
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,7,200707
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,40,201840
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,34,201434
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,2,201302
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,21,200821
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,8,201208
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,43,201443
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2011,41,201141
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,11,201511
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,11,201411
9,Ocean,Net,Species_6,Unknown, tiny barnacles around the neck,CaptureSiteCategory_1,Type_1,2017,14,201714
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,47,200347
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,18,201518
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,49,200749
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,47,200547
8,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2007,7,200707
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,51,201551
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,30,201530
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,24,201324
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,41,201641
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,4,201304
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,23,201823
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2002,47,200247
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,2,201802
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,52,201652
24,Ocean,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2018,29,201829
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,39,201139
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,4,201604
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,17,200417
17,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2011,38,201138
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2011,20,201120
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,2,201602
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,45,201645
25,Creek,Net,Species_5,Unknown, few small barnacles on carapace,CaptureSiteCategory_0,Type_0,2017,14,201714
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,5,200605
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,35,201735
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,15,201115
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,35,201635
23,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,51,201651
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,13,201213
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,27,201427
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,49,200949
23,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2010,47,201047
12,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,53,201053
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,5,201205
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,38,200938
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,51,201251
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,38,201438
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,6,201306
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,17,200917
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,31,201231
22,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,24,201724
12,Ocean,Net,Species_5,Unknown, five post-oculars on left side,CaptureSiteCategory_2,Type_1,2017,17,201717
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,23,201823
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,44,201644
5,Creek,By Hand,Species_5,Unknown,Not_Recorded,CaptureSiteCategory_4,Type_0,2005,39,200539
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,14,201514
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,27,201327
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,31,201731
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,49,201549
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,10,201710
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,18,201518
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,42,201542
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,38,201338
6,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,19,200719
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,52,200852
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,32,201232
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,3,201303
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,24,201324
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,42,201442
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,49,201049
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,52,201852
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,26,201126
15,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,6,201306
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,26,201526
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,25,200425
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,46,201846
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,41,201241
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,37,201737
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,12,201312
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,32,201432
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,48,200548
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2009,48,200948
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,8,201508
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,29,201229
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,18,200618
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,50,201550
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,21,201221
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,8,201708
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2001,44,200144
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,43,201343
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,1,201101
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,30,201530
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,51,200651
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,30,200430
9,Ocean,Jarife,Species_5,,,CaptureSiteCategory_1,Type_1,2008,5,200805
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,13,201113
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2009,19,200919
25,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,46,200246
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,24,201224
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2009,20,200920
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,33,201733
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,12,201812
12,Ocean,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2018,28,201828
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,29,201829
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,12,201212
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,48,201248
15,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,52,200952
5,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2008,14,200814
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,11,201211
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,12,201812
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,19,201819
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,20,201220
17,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2010,30,201030
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,18,201118
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,14,201314
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,45,200745
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,19,201519
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,12,201312
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,42,201642
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,30,200530
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,30,201030
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,28,201228
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,40,201340
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,34,201834
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2009,51,200951
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2008,50,200850
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,2,201602
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,28,201628
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,39,201739
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2011,21,201121
25,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,19,200319
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,44,201344
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,17,201017
14,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,26,201526
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,46,201346
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,19,200419
5,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,43,201443
19,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,6,201106
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,1,201701
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,27,201427
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,30,201530
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,50,201650
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,48,201748
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,52,200852
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,24,201224
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,31,200731
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,11,200511
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,51,201251
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,35,201135
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,7,201207
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,29,201729
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,52,201352
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,48,200748
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,2,201802
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,22,201722
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,1,201501
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,4,200304
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,31,201831
16,Creek,Uzio,Species_5,,,CaptureSiteCategory_4,Type_0,2008,7,200807
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,12,201512
25,Creek,Uzio,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,37,200237
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,21,201421
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,49,201649
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,32,201532
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,30,201130
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,13,201613
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,44,201644
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2003,9,200309
23,Creek,Jarife,Species_5,Unknown,Admitted,CaptureSiteCategory_0,Type_0,2013,41,201341
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,26,200926
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,10,201710
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,32,201732
23,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,4,201304
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,6,201706
18,Ocean,Net,Species_5,, both supra are raised,CaptureSiteCategory_1,Type_1,2008,40,200840
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,42,201642
21,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,31,201431
25,creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,24,200824
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,30,200530
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,43,200843
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,26,201326
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,6,200906
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,44,201044
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,50,201650
16,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2010,27,201027
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,16,201816
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,26,200326
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,41,200841
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,9,200709
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,25,201525
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,44,201444
19,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,49,201049
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,43,201443
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,29,201829
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,51,200851
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,44,200244
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,5,201405
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2009,34,200934
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,51,201851
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,25,201225
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,46,201546
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,51,201051
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,49,200449
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,46,201846
9,Ocean,Net,Species_5,, white patches of calcerous algae on 5th CS and R supra,CaptureSiteCategory_1,Type_1,2008,36,200836
12,Ocean,Net,Species_6,Unknown,,CaptureSiteCategory_2,Type_1,2002,13,200213
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,41,201041
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,36,200336
16,Creek,Net,Species_5,Female,Released,CaptureSiteCategory_4,Type_0,2015,47,201547
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,47,201247
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,52,201752
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,26,201526
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,48,200548
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2009,42,200942
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,45,201645
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,28,201728
5,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2009,51,200951
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,34,201334
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,50,201450
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2010,14,201014
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,21,201021
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,2,200802
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,48,201448
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,30,201530
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,23,200423
12,Ocean,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2011,50,201150
15,Creek,Net,Species_6,,Released,CaptureSiteCategory_0,Type_0,2011,40,201140
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,44,200944
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,21,201821
27,Creek,Uzio,Species_5,Unknown, L supra tip is off&small jagged on both FF,CaptureSiteCategory_0,Type_0,2003,26,200326
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,52,200852
19,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,18,201118
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,45,201245
8,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,10,201510
17,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,53,201553
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,22,201522
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,16,201216
0,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,39,200939
9,Ocean,net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,10,201710
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,42,201742
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2008,35,200835
21,Creek,Longline,Species_5,, few small barnacles on the plastron,CaptureSiteCategory_0,Type_0,2011,34,201134
27,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,31,200431
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,45,201045
